,Sentences,Labels
9958,"oh phir tu mera hissa bhi rakheye ga plzzzz , my school sy aa ker khaon gi , mazy ka khana :d",pos
9959,oh shukar h reply krne ki post to complete hoi,pos
9960,oh shukria shukria : happy :: happy :: happy : ,pos
9961,oh to ye s . s salman _ swabian jnab han ji to wellcome back bhai jan itforumpk ne ap ko her time miss kiya ap ek family jase ho to naraz nhi hote apno se bus yehi kahna chahun ga,pos
9962,oh wah laala bht achay wesay kab gaye thay aap,pos
9963,"ohh kafi sad story hai aap k nick ki ,, ",pos
9964,ohhh .. ye kiya zulm kerdiya .... meri sweet dish ( gannai ) khaa li . :) ,pos
9965,ohhhhhhhhhhhhhhhhhh wah ji wah kya zabrdast news sunai hai fary sis most welcome back salman bahi mein ne boht miss kiya hai appko,pos
9966,ohhhhoooooo wah g wah buht hi alaa mobile ,pos
9967,ohhhoo nice is liye itni speedain jari thi good job sis,pos
9968,ohohohoho muhn main pani agya dekh k,pos
9969,"ok miss roobi ,,,,,,,,, i agree with u . now plz be happy hmmm ?? --- khush ho jao aur khush hi raho . ",pos
9970,ok janab bn to jai phly kal tk wait krain ;) mazy ki raceip ka lya . ,pos
9971,ok ji par ye s . s kon han,pos
9972,ok nahi btana to koi baat nahi thank you bye ... ,pos
9973,ok sis ma upload kr don gi video 3 ya 4 din ma wasa ma b ya try kr chuki hun mjha b bht shoq ha cooking ka . ,pos
9974,"ok thanks , aap apni posts ki tadad thori barrha lein jald aapko rank mil jaye ga ... ",pos
9975,ok thanx ... mjy yakeen hy ... koi na koi hall nikal aega . ab .... inshaallah ... ,pos
9976,ok . ans 11 he hai . ap ka inam ho gya . but oodhaaaaaaaaaaaaaaaar .... ,pos
9977,ok . thx dear . m also good cook . aur salad decoration bh bht shok se krti hu,pos
9978,okkkk thnx ... egg fry ho gya to aap ko bhi offer maroon ga : smile animated : ,pos
9979,once again thank u dearu .. ,pos
9980,one of best cell phone ,pos
9981,one the best cell compleet mobile phone ,pos
9982,only mqm is future of pakistan ...... plz vote for mqm ......... inshallah agla wazire azam mqm ka ho ga,pos
9983,only vote for pml nawaz sharif,pos
9984,only vote for pti inshallah imran khan hi mulk ma tabdeli layn gy,pos
9985,oooo bachpan k song woowwwww great memmories bachpan main ye he song suny jaty thayinfact us waqt he pta chla k songs kia hoty hain jb abrar jawad fakhir shahzad roy etc k song suny jatyamaizing,pos
9986,ooooo very much nice movie ... humayun and hamza ... super stars,pos
9987,oooooooo acha : happy :: happy : ,pos
9988,oppo cellphone ka just camera he good hai,pos
9989,or aap to pehley sey hamarey sath hain eb baqi bhi achey achey frnds mil gaye hain may allah bless you all ameen,pos
9990,or es waqat hum dubai me hen layken dil bhoot kush ha ke pakistan ka halat acha ho gaya hen pakistan zinda bad,pos
9991,or gool gappy hon to kya hee baat ha uff kya yaad aa gya iss time :p,pos
9992,or jab sa general raheel shareef aya ha barone mulk hum logo ka sar fakhar sa buland or pakistan army zinda bad,pos
9993,or jeetne walay tamam hazraat ko bht bht mubarak ho,pos
9994,or khanum bhee yaani ab heels or bhee oonchi or lateral views aana shurru ho gayee p keep it up larki p billi p originally posted by mehrushka imran khan sponsored links,pos
9995,or mere ghr ma meetha ksi ko ni psnd mjy ha but bht zyada ni bs yhi acha lga tha or kch ni,pos
9996,osammmmmmm and i like drama zabar 10 i love you shiraz jan tum mujha bht yaad atha ho i misss you shiraz jan mujha tum sa bht bht bht mohbat ha﻿,pos
9997,osmmmmmmmmmm topics writer n kia socha h kassh sab logo ki soch aesi hojae ameen bht osmmmmm i appreciated,pos
9998,oswome drama . sahih khatay hain han ka har bar qurbani aurat ko hi dana parti hain . great job ayeza﻿,pos
9999,oumaid karta hon ap sab pasand karogay awr seeknay seekanay k s pak saaf mahool may hamara saat dogay . ,pos
10000,our insahllah wo waqt aaiga jab pakistan asia ka tiger hoga . ,pos
10001,outclass phone ,pos
10002,outstanding movie pakistan me itni liberal movies bhi bnti hai . dekh ke accha lga shandaar dil khush kr diya .. ﻿,pos
10003,owesum serial and owesum jodi danish n aiza ko dekh ker ek cheez tou pakka hai k sach me jodiyan jannat me banti hain .. masha allah both of you,pos
10004,owsum phone yar its about 30 to 35k . ,pos
10005,oye hoye fit ayy bhaiya :p ;;) ,pos
10006,oye me ki akhaan ... story jo v ay . . bs rule of these both attracts .. and they are too good in it .. chass aa gai vai .. ﻿,pos
10007,p,pos
10008,pa g nice h,pos
10009,paaaaaa jeeeeeeeee is ka jawab openly dy doooon,pos
10010,pabandi nahi honi chahie jab unho ne mafi mangli hai to khol deni chahie,pos
10011,pahli bar shaan ko koi blockbustr film main dkha thora differance lga wrna jb dakho pujabi film main he hota h gujjar bn k﻿ nice,pos
10012,pak k barainam jam horiat pasnd parties k internal election k taraf tawaja delao . ho sakta hay n m koi mohibe watan asake,pos
10013,pak se ziyadah muslim india me hain ... ye samjh lena chahiye,pos
10014,pakany sy pahly vesy b halka boil kar k pani phankty hn .. chalo ainda gharary kr lain gy .. good tip,pos
10015,pakisani harkaten choro film m joinior sinior sy larta hy aur galiyan ziada dety han﻿ ache ha,pos
10016,pakistan agar aisi movies banaa raha ho hmain kiya zrorat pari hy indian movies daikhni ki﻿,pos
10017,pakistan india sy har kam may agay chala gaya hai﻿nice,pos
10018,pakistan ko mr . nawaz sharif aur mr . shahbaz sharif jayse achey muhebe watan ki zaroorat hai kiun k pakistan iss waqat tabahi k dhane pe khara hai iss ko mazboot hathun ki zarorat hai na k iss mulak ko dabone ki . khuda pakistan ko hamesha sar buland rakhe ( ameen ) ,pos
10019,pakistan ko wahan jana chahye bger kisi pressur k or jeet k ana he,pos
10020,pakistan sirf polititions ki country ha logo ko ye bat ab samaju lene chahiye ... me apne mulk ke logo se ye request karo ga k wo is dafa imran khan ko vote kare ... mjhe nahi pta k wo banda jhota ha ya sacha lakin ha wo khara banda ha or is waqt pakistan ko aese hi leader ki zarorat ha .......... ,pos
10021,pakistan zindabad .... awesome movie ... mjy bht khusi hwi k pak b itni achi moviezzz bnny lg gy hn ... rrrr bht khusi hwi dkh kr . ﻿,pos
10022,pakistani moveis ko b ab millions mein views milny lag gy kmal hai khushi hoi﻿,pos
10023,pakistani great team of world . pakistani team asa nahi kr sakti . ya ik sazish hai . ,pos
10024,palak ke sath ap ko options boht saare mil jate hain . meri to koshish hoti hai jab bhi sabzi pakani ho palak ko kisi cheez ke saath paka loo,pos
10025,paper alag alag honay chaiya isi may faida hay talba ka,pos
10026,par par k taak gai ....... ap tu bohat bahador hain ... wesy mery sath b aisa howa hai . jab hum ny gar cheng kia ta,pos
10027,parvaiz musharraf i love you,pos
10028,pasand farmaney ka shukria jee,pos
10029,pasand karnay ka shukiriyaa,pos
10030,pasand karnay ka shukriya dostoo ... ,pos
10031,pasand karne ka bhot bhot shukria,pos
10032,pasand karne ka shukria g,pos
10033,pasand karney ka shukriya bhai,pos
10034,pasand karny ka bht bht shukriya pr plzzzz plzzzz iss ko sirif legal maqsad k liya use karna dear . ,pos
10035,pasand karny ka shukriya,pos
10036,pasand krny ka shukria,pos
10037,pasand krny ka shukriya bro,pos
10038,pasand krny ka thanx,pos
10039,pasandeedgee or hosla ' afzai ka shukria jee !!! ,pos
10040,pasnd karna ka shukria brother,pos
10041,passand karne ka shukria,pos
10042,pata ni kitne baar daykh chuka hoo ma yeh drama dil he ni barta ? ,pos
10043,pathankot ke doshiyon ke liye kuch kar sakte ho kya aap ? masood azhar aur haafiz ko pakarne main help india,pos
10044,peenay k lehaz se olive oil best hai khanna banane may chemical reaction hone ki waja se zaher hi ban jata hai,pos
10045,"pehley tou sanam baloch lagti theen aaj mateera lag rahi ho ,, hahahha",pos
10046,pehli baat to ye ha k jo facebook use kar raha ha ... hum ye nai kehte k facebook use na karo balke karo aur sath sath study b karo ... laik zyada time stdy ki taraafa b do .. enjoy b karo aur study b .. agr ham use karte ha to is ka matlb ye nai k hum time waste kar rahe ha .. ye use karne wale pe khud depend karna chaye k wo is ko kab aur kese use karta ha .. soo dont be worry and keep enjoying .. ,pos
10047,pehli baat to ye kay main miss hoon .... doosri baat ye kay main bohot farigh nahi hoon ..... teesri baat ye kay .... baad main bataoon gi :) ,pos
10048,pehli bhaar ek moive ki karan meri anghon se aasu bahaya .. gra8 wrk,pos
10049,"pehly to jazz sponser ni tha ? and i heard k ye idea jazz ka hi tha , acha laga . ",pos
10050,phonkon se yh chiragh bujaiya na jaiy gha,pos
10051,phir aik bari phir zardariiiiiii ppp aigeeee berozgari khatam hogiiiiiiiiiiiiiiiiiiiiiiiiiiii,pos
10052,phone acha hai ,pos
10053,phone bohat acha hai ,pos
10054,phr tu lagta hai pehla inhaam aap ka hi hoga ... ,pos
10055,pictures main to acha lag rha he .. ,pos
10056,pleas khuda ky liay sub siasi aur zamadar logoun se apeal hy k khof e khuda karain piara pakistan bari qurbanian dy kar hasil kia gia . please any wali nasal ko jeeny dain . ,pos
10057,please aap retirement na laina hamaine aap ki zarorat haiy . pory pakistan ko aap ki zarorat haiy . we love you,pos
10058,please ap afia sadeeqe ke rhayi ki li koshash kry,pos
10059,plz imran khan kpk main camp bna day jaha per loag donation day sakay syrian muslims k liay they are hungry sir,pos
10060,plz khan sahb fata ko kpk min zam karne me hamare koch madad karen,pos
10061,plz lala wapas a jao odi cricket me plz plz,pos
10062,plz momos also .. n chilli potato too ... n pani puri to galati se bhi nhi bhuliyega ....;) ,pos
10063,plz plz the great khan sahb fiaz ul hassan chohan ko bahaal keejye bcz wo esa ni hy imaandaar insan hen ... ,pos
10064,plz reply zaror dena khan sahab akhir hum bhi pti k tiger hain 7 saal se,pos
10065,plz sir . is corrupt election ko pahli tke karawan hai ... # first to stop corrupt election,pos
10066,plz zarndari bhai mulk ko bacha lo warna altaf bhai ko wapas bula lo wo mulk ko sambhalne k liye kafi hain,pos
10067,plzzx apni 400 wickets puri kr k retire hona plzzzz its a request lala g .. ,pos
10068,plzzz last mai ayza air imran ko ek sath rakhna plzzzzz i love them﻿,pos
10069,plzzzzzzzzzz lala retirement kabi bi nahi lena plzzzzzzzzzz pak team ko ap ki zarorat ha . abhi cricket ko zawal nhi anna :d,pos
10070,plzzźz shahid bhai crickt mt choro abhi plzzzzzzzzzzz ... hm dekhna chahty hain apko abhi . afridians ! tor do ajj sarey records itne msgs kro ke ginti khatam ho jaye,pos
10071,pmln aagli hakumat dobara banegi jeetye gi,pos
10072,points nhi deti phir kyun ke aap ne comp mein prize jo lena hai :p,pos
10073,politically when prime minister ppp hai tou watan for prasedent bhi ppp ka hona chahye,pos
10074,"politician ka scene zabardast tha ,, awesome dialouge tha ,, aisey leader ka main 67 saal se intezar kar raha hun jo apney kaprey khud dhoy or apny malik makan se 2 months ka karaya na deny per galian khaye ,,, aaaalaaaaaa ,, really aisy leaders ka wait hai ,,, ",pos
10075,pori koshish k bawjod koi mega fault nazar nahi aya ,pos
10076,posters mien tu hm bhi shamil hain,pos
10077,ppp ki hakomat na logon ki tankhain barhai han ho ka aik bohat acha kaam tha,pos
10078,price k lehaz se ye set behtreen he . ,pos
10079,"priyal hingad its name is "" mera naam yusuf hei "". jarur dekhna bhut acche hei . one of best . ﻿",pos
10080,psnd krna ka shukria,pos
10081,pta ni as dramy my kia jado hy dil brta he ni asy dykhny sy,pos
10082,"pti he jeety gi insha allah , imran khan is brave leader , we are with you ik . ",pos
10083,pti k sath hin plz hamen chorh na dina imran bhai hamare umed ap hin . ap hamesha gharebon ka sath dina,pos
10084,pti zinda baad inshallah pti har soorat jeete ga q k ab pakistani aawam nay faisla kardia kah naya pakistan bany zaroor inshallah inshallah inshallah . ,pos
10085,punjab ky liye shahbaz sharif kafi hai﻿,pos
10086,puri ki puri intizamya ko farig kr dain aap ki mehribani hogi thanks v love u till our last breath mmmwah love yaaa,pos
10087,pyar tou mil gaya lekin zindagi nahi meli ﻿acha song ha ,pos
10088,pyaray afzal aur mann mayal se acha hai kya ye wala﻿,pos
10089,pyari thread banai aap ne colorful,pos
10090,q ap ne mjse sekhna he kya electn jetne k lye,pos
10091,q ap ne winnr ka elan krna he :-) ,pos
10092,q k mein mashrof hn on logon sy mohbat krny mein jo mujh sy mohbat krty hn . ,pos
10093,"q league achi jamat ha , is ka leader achay hain , phir milny ma kya haraj ha . ",pos
10094,"q league ki history achi ha , un ka faisaly bhee acha hain , aur umeed ha ka ye faisala bhee acha ho ga",pos
10095,q mazaq kr rhy hyn mir sahb,pos
10096,q mobile ny ba . kmaal cell phone bnaya h z12 ,pos
10097,q nahi jee agar in mein sy koi rank chaheye apply karein,pos
10098,qadam barao khan hum tumhary saat hain,pos
10099,qadam barhaoo hum apke saath hai,pos
10100,"qadar aa jaye gi ussey apny husband ki accha lagny lagy ga ,, aahista aahista :) ",pos
10101,qanoon par sab amal jab har kisi k liay ho ga to us din pakistan me aslal tabdeeli aye gi .. ,pos
10102,qanoon ya insaaf,pos
10103,"qarz jhukaya ......... yukk .... na to ye qarz hai aur na hi j kabhi jukaya ja sakta ,,,,,, walidain elders hote hain so un ki soch b barri hoti hai aur aulad choti hone k sath sath choti soch ki malik ... aur haqeeqat moti shokhi bachi ne sunn hi li hahahahah ............ now moto bachi ez in action ohh ........ lolzzzzzzzzz",pos
10104,qmobile king kong max bht acha set hai,pos
10105,qmobile m6 bht acha mobile hy ,pos
10106,qmobile sy acha set hai rivo x48 touch bht smooth hai sub games play karta hai ,pos
10107,qmobile to bakwas ha rivo is best . ,pos
10108,quaid ne sahi kaha tha k musalman aur hindu do alag quam hain tabhi do quami nazaria samne aya lekin yeh kia ajj ik hindu ne hamare leader ki tareef ki tu os k apne hi logo ne osko nikal diya wah jo hindu apne logo k nai wo duniya se kia dosti karege ge . think about it . musalman tu pehle se dil bara rakhe howe hain aur ab jaswant ko pakistan bhi bulaya hai q k ham musalman hai aur ham main insaniat hai . lekin duniya ne dhekha k hindu aur india ka kia haal howa q k wo log apne nai tu dosroo k kia hoge ? plz space 4 all hindus,pos
10109,"qutub ne jo dialouges boley ussi main sari story ka back ground idea hai ,, very nice ,, nasli kutty kabhi bhi apny malik se bewafai nahi karty ,, bunty ki misal gali k kuttey jesi hai jisey danya sarak se utha k apny ghar utha lai uski fitrat hai woh har larki k peecey dum hilata chal parta hai ,, apni malkin ka kha k bhi us ka wafadar nahi hai ,, ",pos
10110,r boht hi aala set hai . es ke camera main pehli dafa rgp - c sensor hai aur leser fous bhi hai,pos
10111,r kaash hamari bhi aisay hi jaldi se fav kir dain its ur country too bro,pos
10112,rahe haq k shahido . yeh fizahy ya hawaie tumhy karoro salam khti h﻿,pos
10113,raht ki awaz ma song to heart ko to kuch zaida hi tuch kr jata hy yrr .... sooooooo nice song﻿,pos
10114,rajab k month me main meethi rotia 1 man bnati hun . isliye oil use nai kar sakti . tawa pe bnati hun lekin roti sakht hojati ha . koi aisa tariqa jis se ye sakht bhi na ho or expensive bhi na pare .. ,pos
10115,ramazan mubarak yakinan ap kuch acha hi bna k khilayengy,pos
10116,"rameen k father ne apni beti ki baat samajh li rameen kia maa kesi hai beti bata bhi rahi hai phir bhi usey samajh nahi aa rahi maa tou beti ko ziada samjhti hai beti ki feelings ki baap se ziada maa hi samjhti hai ,, ",pos
10117,rasmalai events k leeya good desert ha aur k foods k recipe mujay pasand aye lakin khushk doodh ma sirf every day use karty hun,pos
10118,really awesome ,pos
10119,"really its 2 sad ,,, allah says ; ay nabi agar ma tumhain paida na karta to apni khudaie ko zahir e na karta ; yani aik asi hasti jo waja kynat bani os ki zat - pak ka mazak ? ham sab muslmanu ko es k against stand laina chiay . ",pos
10120,really yaar pakistani movies bhi kafi acchi hoti hai nice movie from india,pos
10121,really ..... marium mukhtiyar tum ne bohot bada balidan diya h ... sanam aap ne bohot achhi film kari ... i love this movie . ,pos
10122,receipe kiun nhi dety link pen hi nhi ho rha . ,pos
10123,recipe bht achi hy,pos
10124,recipe ko english me bhi bata den urdu me hai or roman urdu mei hai . maine kisi ko bhejni hai wo america mei rehti hain un ko urdu waghera samajh nahi aye gi . please do it in a couple of days . ,pos
10125,recipe pe farq to nahi pare ga . kheer mujhe already banani ati hai lekin ye mujhe thori different recipe lagi thi is liye is me interested hoon . ,pos
10126,record jo bhi ha pr fighting spirit jo afridi me h kisi me ni jb asia cup 2017 worldt20 2017 trophy pak aye gi jo lala hi laye ha,pos
